mod,snr_db,n,nmse_db,snr_gain_db,evm_pct,evm_pct_noisy,ber,ber_noisy
QPSK,-2.0,16,-7.386489540338516,9.364898167550564,42.466236174302054,45.00092035070087,0.020926339285714284,0.018694196428571428
QPSK,0.0,16,-8.829696357250214,8.815591501363087,35.13717186919993,36.30514689710942,0.008091517857142858,0.007533482142857143
QPSK,2.0,16,-10.201338291168213,8.163554787635803,29.30935200789675,30.034646515972597,0.00027901785714285713,0.0005580357142857143
QPSK,4.0,16,-11.706765234470367,7.71586936712265,24.115979641677022,24.45019622294333,0.0,0.0
QPSK,6.0,16,-13.348597943782806,7.325802117586136,21.43916006683424,21.501084646624626,0.0013950892857142857,0.0013950892857142857
QPSK,8.0,16,-15.19504189491272,7.157804757356644,17.874685056450847,17.806295084167154,0.0,0.0
QPSK,10.0,16,-16.956807374954224,6.963818848133087,14.626456830577567,14.533688089864985,0.0,0.0
QPSK,12.0,16,-18.64182198047638,6.688864707946777,11.288575262630253,11.160604049789427,0.0,0.0
QPSK,14.0,16,-20.31898045539856,6.388372600078583,10.782223171432818,10.50109498942043,0.0,0.0
QPSK,16.0,16,-21.901798725128174,5.904921770095825,9.114956424829685,8.983779818695208,0.0,0.0
QPSK,18.0,16,-23.284682393074036,5.275503993034363,8.953624385942199,8.533568333138078,0.0,0.0
QPSK,20.0,16,-24.340665578842163,4.378994941711426,7.5247083146478,7.233082137292126,0.0,0.0
